,video,start,end,subtitle,include
14281,IuVo4fnpLC8,"00:05:22,220","00:05:23,780",and psychological factors that make,True
14282,IuVo4fnpLC8,"00:06:13,259","00:06:15,210",it's important to understand how deeply,True
14283,IuVo4fnpLC8,"00:20:56,030","00:20:58,640",settle for astonishing amounts in fact,True
14284,IuVo4fnpLC8,"00:12:11,289","00:12:16,299",can't make that decision you need to,False
14285,IuVo4fnpLC8,"00:12:16,299","00:12:18,819",find another job Wow,False
14286,IuVo4fnpLC8,"00:21:31,340","00:21:33,650",trouble because civil suits against cops,True
14287,IuVo4fnpLC8,"00:15:55,990","00:15:57,640",police departments found that they fired,True
14288,IuVo4fnpLC8,"00:15:29,950","00:15:32,050",required to go through by law we,True
14289,IuVo4fnpLC8,"00:16:39,130","00:16:41,140",paperwork is a greater deterrent to,True
14290,IuVo4fnpLC8,"00:08:19,360","00:08:21,009",time we got to the nineties a school of,True
14291,IuVo4fnpLC8,"00:21:20,900","00:21:22,940",you if you're spending a billion dollars,True
14292,IuVo4fnpLC8,"00:26:55,650","00:26:58,320",I really wouldn't be holding that up as,True
14293,IuVo4fnpLC8,"00:30:25,390","00:30:28,330",investigate and issue advice many of its,True
14294,IuVo4fnpLC8,"00:25:33,720","00:25:35,610",meaningfully shift the culture while,True
14295,IuVo4fnpLC8,"00:09:03,490","00:09:04,839",aggressive policing was accompanied by,True
14296,IuVo4fnpLC8,"00:12:06,970","00:12:11,289",in defense of innocent lives if you,False
14297,IuVo4fnpLC8,"00:06:59,099","00:07:01,379",we have the power to pass stringent,True
14298,IuVo4fnpLC8,"00:14:36,580","00:14:38,380",officers who belonged to our friend,True
14299,IuVo4fnpLC8,"00:31:22,720","00:31:24,880",think oh well we just need more of that,True
14300,IuVo4fnpLC8,"00:15:32,050","00:15:33,670",actually checked and despite the fact,True
14301,IuVo4fnpLC8,"00:12:44,559","00:12:46,479",Dave Grossman and he calls himself an,True
14302,IuVo4fnpLC8,"00:30:58,990","00:31:01,510",must again in candor say to you it is,True
14303,IuVo4fnpLC8,"00:02:24,650","00:02:26,599",protesters in the bunker later claiming,True
14304,IuVo4fnpLC8,"00:18:31,420","00:18:32,920",time that the city devolved into chaos,True
14305,IuVo4fnpLC8,"00:09:28,959","00:09:31,660",of all sizes we need to finish the job,False
14306,IuVo4fnpLC8,"00:12:46,479","00:12:48,879",expert in kilala ji a term that he,True
14307,IuVo4fnpLC8,"00:25:14,880","00:25:17,490",police from the ground up one small,True
14308,IuVo4fnpLC8,"00:24:58,710","00:25:00,630",and use of force training are not on,True
14309,IuVo4fnpLC8,"00:16:07,480","00:16:10,060",required by their union contract and,True
14310,IuVo4fnpLC8,"00:01:16,909","00:01:19,759",soon and these protesters have received,True
14311,IuVo4fnpLC8,"00:05:19,460","00:05:20,630",violence against black and brown,True
14312,IuVo4fnpLC8,"00:26:29,120","00:26:32,130",but what about everyone else what's,False
14313,IuVo4fnpLC8,"00:22:00,980","00:22:02,960",cheatcode in Grand Theft Auto well guess,True
14314,IuVo4fnpLC8,"00:06:09,840","00:06:11,610",different and it might be worth going,False
14315,IuVo4fnpLC8,"00:24:33,240","00:24:35,520",the instinct of the Biden just displayed,True
14316,IuVo4fnpLC8,"00:16:31,630","00:16:33,220",want to do the paperwork that's gonna be,False
14317,IuVo4fnpLC8,"00:17:29,590","00:17:32,740",department is frozen the police,False
14318,IuVo4fnpLC8,"00:16:21,610","00:16:23,920",at someone and their union head was,True
14319,IuVo4fnpLC8,"00:18:08,350","00:18:10,780",this show and that's just not a,True
14320,IuVo4fnpLC8,"00:23:45,510","00:23:48,330",would be great that alone isn't going to,True
14321,IuVo4fnpLC8,"00:30:14,680","00:30:18,040",far too easy for nothing to meaningfully,True
14322,IuVo4fnpLC8,"00:25:52,890","00:25:54,480",even broader idea that's gaining,True
14323,IuVo4fnpLC8,"00:25:27,600","00:25:29,970",Police Force entirely with officers,True
14324,IuVo4fnpLC8,"00:21:09,380","00:21:12,320",wish I were a hard-to-explain lethally,True
14325,IuVo4fnpLC8,"00:09:07,360","00:09:08,920",police officers on the streets and let's,True
14326,IuVo4fnpLC8,"00:00:57,170","00:00:59,180",probably not a good idea to repeatedly,True
14327,IuVo4fnpLC8,"00:01:43,249","00:01:44,929",street I had two friends go to the,False
14328,IuVo4fnpLC8,"00:18:36,760","00:18:39,130",subways were still as delayed as they,True
14329,IuVo4fnpLC8,"00:24:26,669","00:24:28,890",Biden who is truly the getting shot in,True
14330,IuVo4fnpLC8,"00:25:23,669","00:25:27,600",but in they dissolved their City,True
14331,IuVo4fnpLC8,"00:09:49,690","00:09:51,880",massively expanding a broken institution,True
14332,IuVo4fnpLC8,"00:16:17,350","00:16:19,510",be required to file a report every time,True
14333,IuVo4fnpLC8,"00:09:11,800","00:09:13,930",involved in that from big city mayors,True
14334,IuVo4fnpLC8,"00:09:16,870","00:09:19,930","initiative to put, more police",False
14335,IuVo4fnpLC8,"00:18:17,830","00:18:19,870",York for a bit last year there was an,True
14336,IuVo4fnpLC8,"00:00:04,490","00:00:06,910",hello there and welcome to the show and,True
14337,IuVo4fnpLC8,"00:19:51,910","00:19:54,220",has made it pretty clear where he stands,True
14338,IuVo4fnpLC8,"00:30:38,260","00:30:39,970",scientist Kenneth Clark and he made this,True
14339,IuVo4fnpLC8,"00:11:35,200","00:11:37,240",cropped up to reinforce the message that,True
14340,IuVo4fnpLC8,"00:19:02,770","00:19:04,840",for a pattern of civil rights violations,True
14341,IuVo4fnpLC8,"00:30:30,540","00:30:33,010",demilitarization and broad reinvestment,True
14342,IuVo4fnpLC8,"00:00:35,300","00:00:37,580",devolved into standoffs with heavily,False
14343,IuVo4fnpLC8,"00:28:42,550","00:28:46,360",amounts to. percent of their annual,True
14344,IuVo4fnpLC8,"00:25:21,240","00:25:23,669",deeply troubled corruption ridden force,True
14345,IuVo4fnpLC8,"00:21:38,150","00:21:39,380",that it was gonna be difficult for,False
14346,IuVo4fnpLC8,"00:05:02,210","00:05:04,550",whites to be killed by police and about,True
14347,IuVo4fnpLC8,"00:16:15,070","00:16:17,350",years back the Cleveland Police started,True
14348,IuVo4fnpLC8,"00:30:08,350","00:30:10,300",past time that the rest of us joined to,True
14349,IuVo4fnpLC8,"00:28:09,180","00:28:11,820",pay freeze due to Kovac here is how,True
14350,IuVo4fnpLC8,"00:07:09,449","00:07:11,400",uncomfortable to hear it's certainly,True
14351,IuVo4fnpLC8,"00:22:24,200","00:22:27,140",tiny variations can result in the case,True
14352,IuVo4fnpLC8,"00:19:17,710","00:19:19,780",requirement in Cleveland that pissed off,True
14353,IuVo4fnpLC8,"00:32:09,280","00:32:10,930",said it so beautifully last night,False
14354,IuVo4fnpLC8,"00:27:18,810","00:27:20,730",like stable housing mental health,True
14355,IuVo4fnpLC8,"00:07:01,379","00:07:03,960",police laws to govern the Negroes this,True
14356,IuVo4fnpLC8,"00:26:11,580","00:26:13,230",position but in the Democratic Party it,False
14357,IuVo4fnpLC8,"00:23:40,710","00:23:42,630",one of those anywhere from the next four,True
14358,IuVo4fnpLC8,"00:26:23,880","00:26:25,500",Response social workers,False
14359,IuVo4fnpLC8,"00:24:51,570","00:24:54,570",garner but the fact is the incremental,True
14360,IuVo4fnpLC8,"00:03:06,530","00:03:08,120",your wife spontaneous decentralized,True
14361,IuVo4fnpLC8,"00:05:42,770","00:05:44,930",we can do going forward and let's start,True
14362,IuVo4fnpLC8,"00:17:37,690","00:17:40,300",effectively do their job I'm sorry to,False
14363,IuVo4fnpLC8,"00:10:44,110","00:10:47,170",right we are asking police to do far too,True
14364,IuVo4fnpLC8,"00:06:28,620","00:06:30,300",always been a powerful symbol of white,True
14365,IuVo4fnpLC8,"00:17:49,300","00:17:51,880",threatened in action against the killers,True
14366,IuVo4fnpLC8,"00:27:45,900","00:27:47,160",of understanding about the black lives,True
14367,IuVo4fnpLC8,"00:18:04,450","00:18:05,560",threaten the public with this few,True
14368,IuVo4fnpLC8,"00:08:25,270","00:08:27,490",root which help it if minor crimes are,True
14369,IuVo4fnpLC8,"00:27:50,040","00:27:52,110",saw his first black Barbie and feels,True
14370,IuVo4fnpLC8,"00:29:47,380","00:29:49,540",intentionally and now needs to dismantle,True
14371,IuVo4fnpLC8,"00:29:02,470","00:29:04,660",we want the role of the police to be and,True
14372,IuVo4fnpLC8,"00:03:39,700","00:03:43,220",prematurely using excessive force no,False
14373,IuVo4fnpLC8,"00:07:33,599","00:07:35,729",brutality and all of this coupled with,True
14374,IuVo4fnpLC8,"00:31:19,360","00:31:21,070",for a reason to feel better about the,True
14375,IuVo4fnpLC8,"00:26:53,340","00:26:55,650",result in charges much less convictions,True
14376,IuVo4fnpLC8,"00:20:34,340","00:20:35,780",applause is coming from the people whose,True
14377,IuVo4fnpLC8,"00:22:04,970","00:22:07,550",now my car runs on prostitutes but it's,True
14378,IuVo4fnpLC8,"00:29:53,590","00:29:55,780",people that it actually serves and this,False
14379,IuVo4fnpLC8,"00:19:13,150","00:19:15,790",court that can be a powerful tool to,True
14380,IuVo4fnpLC8,"00:17:19,570","00:17:21,430",police union reacted where the judge,True
14381,IuVo4fnpLC8,"00:04:26,570","00:04:28,700",as a robot right now they just think,True
14382,IuVo4fnpLC8,"00:03:26,150","00:03:27,769",seen graphic videos which are going to,True
14383,IuVo4fnpLC8,"00:02:05,240","00:02:08,300",time you if the president is taking,False
14384,IuVo4fnpLC8,"00:04:34,610","00:04:36,980",for any of us sitting at home shocked by,True
14385,IuVo4fnpLC8,"00:10:02,680","00:10:04,029",authority we were simultaneously,True
14386,IuVo4fnpLC8,"00:14:50,020","00:14:52,240",a cup from Popeye's fried chicken,False
14387,IuVo4fnpLC8,"00:07:18,000","00:07:21,810",on purpose now for a century after that,False
14388,IuVo4fnpLC8,"00:22:58,230","00:23:00,900",stun gun for refusing to sign a speeding,False
14389,IuVo4fnpLC8,"00:17:22,990","00:17:24,820",chokehold led to the death of Eric,True
14390,IuVo4fnpLC8,"00:01:08,360","00:01:09,920",threatened to send in the National Guard,True
14391,IuVo4fnpLC8,"00:21:44,630","00:21:46,700",civilly the problem is he has qualified,False
14392,IuVo4fnpLC8,"00:02:13,310","00:02:14,750",finished unloading on that police chief,True
14393,IuVo4fnpLC8,"00:23:42,630","00:23:43,649",years to never,False
14394,IuVo4fnpLC8,"00:08:47,699","00:08:50,529",", stops recorded in New York the",True
14395,IuVo4fnpLC8,"00:30:20,080","00:30:23,110",happened before after the unrest in the,True
14396,IuVo4fnpLC8,"00:08:34,779","00:08:37,209",saturation of police in low-income,True
14397,IuVo4fnpLC8,"00:14:03,790","00:14:06,370",actual job is to work on other people's,True
14398,IuVo4fnpLC8,"00:06:15,210","00:06:17,400",policing in this country is entangled,True
14399,IuVo4fnpLC8,"00:11:45,490","00:11:48,700",life your transform creature your,False
14400,IuVo4fnpLC8,"00:11:18,790","00:11:21,970",teeth as we discussed six years ago now,True
14401,IuVo4fnpLC8,"00:19:55,390","00:19:57,460",he not only rolled back Obama's,True
14402,IuVo4fnpLC8,"00:04:50,210","00:04:52,130",communities because here are some hard,True
14403,IuVo4fnpLC8,"00:06:26,819","00:06:28,620",Garden and that's only because it's,True
14404,IuVo4fnpLC8,"00:12:41,829","00:12:44,559",now that grouse man is actually called,True
14405,IuVo4fnpLC8,"00:14:57,850","00:15:00,250",is not just disgusting it's also,True
14406,IuVo4fnpLC8,"00:06:37,349","00:06:39,690",law enforcement meant enforcing laws,True
14407,IuVo4fnpLC8,"00:24:24,809","00:24:26,669",particularly surprising coming from Joe,True
14408,IuVo4fnpLC8,"00:09:13,930","00:09:16,870",all the way on up to this guy an,True
14409,IuVo4fnpLC8,"00:08:14,020","00:08:15,550",with Nixon pledged fealty to law and,True
14410,IuVo4fnpLC8,"00:14:15,190","00:14:16,780",reform have been because one of the,True
14411,IuVo4fnpLC8,"00:26:00,900","00:26:03,510",just watch this professional alarmist be,True
14412,IuVo4fnpLC8,"00:01:59,780","00:02:01,310",chief because you don't deserve those,False
14413,IuVo4fnpLC8,"00:19:01,000","00:19:02,770",power to investigate police departments,True
14414,IuVo4fnpLC8,"00:04:18,350","00:04:19,700",knows what will have happened by Sunday,True
14415,IuVo4fnpLC8,"00:06:04,080","00:06:06,689",by the rules but of course the reality,True
14416,IuVo4fnpLC8,"00:01:13,340","00:01:15,200",hating Andrew Cuomo again I didn't think,True
14417,IuVo4fnpLC8,"00:28:46,360","00:28:48,490",budget and if that's pissing money away,True
14418,IuVo4fnpLC8,"00:25:42,090","00:25:44,429",community trust and look I'm not saying,True
14419,IuVo4fnpLC8,"00:12:34,149","00:12:36,279",puncture the carotid artery now you,True
14420,IuVo4fnpLC8,"00:13:23,829","00:13:25,689",shooting the Minneapolis Mayor banned,True
14421,IuVo4fnpLC8,"00:01:41,689","00:01:43,249",slaughtering peaceful protesters on the,False
14422,IuVo4fnpLC8,"00:09:36,730","00:09:38,649",hire in addition to the hundred thousand,False
14423,IuVo4fnpLC8,"00:16:53,380","00:16:55,120",probably make him mad but what's he,True
14424,IuVo4fnpLC8,"00:20:00,430","00:20:02,740",he said to an audience filled with law,False
14425,IuVo4fnpLC8,"00:05:56,150","00:05:59,150",cocaine cops who and manic bigots,True
14426,IuVo4fnpLC8,"00:08:31,990","00:08:34,779",on those minor offenses that fueled the,True
14427,IuVo4fnpLC8,"00:02:43,910","00:02:46,340",George Floyd's name saying this was a,True
14428,IuVo4fnpLC8,"00:18:29,080","00:18:29,920",York then,False
14429,IuVo4fnpLC8,"00:22:28,820","00:22:29,510",time,False
14430,IuVo4fnpLC8,"00:21:16,040","00:21:17,930",stuck and in the middle of it come on,True
14431,IuVo4fnpLC8,"00:09:31,660","00:09:33,250",of putting a hundred thousand more,False
14432,IuVo4fnpLC8,"00:14:06,370","00:14:08,980",problems and that confidence that he's,True
14433,IuVo4fnpLC8,"00:15:28,540","00:15:29,950",that there was a process that they were,True
14434,IuVo4fnpLC8,"00:01:52,159","00:01:54,049",and throwing tear gas is this what your,False
14435,IuVo4fnpLC8,"00:14:30,190","00:14:31,990",difficult to discipline officers even,True
14436,IuVo4fnpLC8,"00:10:38,230","00:10:40,630",dog problem that's had a conversation,False
14437,IuVo4fnpLC8,"00:07:46,500","00:07:48,539",racial injustice across the United,True
14438,IuVo4fnpLC8,"00:16:52,000","00:16:53,380",moustache and I know those comparisons,True
14439,IuVo4fnpLC8,"00:20:53,930","00:20:56,030",especially they can be incentivized to,True
14440,IuVo4fnpLC8,"00:05:49,580","00:05:51,830",American society in pop culture they're,True
14441,IuVo4fnpLC8,"00:26:35,070","00:26:37,590",in all sincerity Tucker you seem nervous,False
14442,IuVo4fnpLC8,"00:10:52,450","00:10:54,399",making them very much the Jared,True
14443,IuVo4fnpLC8,"00:32:29,020","00:32:30,670",broken why the do I give a,False
14444,IuVo4fnpLC8,"00:16:41,140","00:16:42,700",police officers drawing their gun than,True
14445,IuVo4fnpLC8,"00:22:31,310","00:22:32,260",because of the difference between,False
14446,IuVo4fnpLC8,"00:04:39,110","00:04:41,210",I'm white too but it's worth remembering,True
14447,IuVo4fnpLC8,"00:17:17,680","00:17:19,570",help ahead of New York City's largest,True
14448,IuVo4fnpLC8,"00:17:51,880","00:17:54,220",as a bargaining chip and besides that,True
14449,IuVo4fnpLC8,"00:06:49,620","00:06:51,659",slavery and when slavery ended white,True
14450,IuVo4fnpLC8,"00:29:51,820","00:29:53,590",takes into account the needs of the,True
14451,IuVo4fnpLC8,"00:13:27,789","00:13:29,649",style training the head of the police,True
14452,IuVo4fnpLC8,"00:00:13,339","00:00:14,929",you probably know what and you probably,True
14453,IuVo4fnpLC8,"00:18:05,560","00:18:08,350",episodes of bull or the blacklist or,True
14454,IuVo4fnpLC8,"00:06:51,659","00:06:54,300",people had no intention of letting that,True
14455,IuVo4fnpLC8,"00:19:44,050","00:19:46,660",Trump's DOJ has launched just a single,True
14456,IuVo4fnpLC8,"00:32:32,530","00:32:34,810",of Fame about brother the target,False
14457,IuVo4fnpLC8,"00:14:47,590","00:14:50,020",viewed as racist bags of hot tacky chips,False
14458,IuVo4fnpLC8,"00:06:33,419","00:06:36,060",been incidentally tainted by racism for,True
14459,IuVo4fnpLC8,"00:07:48,539","00:07:50,759",States or as white people actually,True
14460,IuVo4fnpLC8,"00:30:33,010","00:30:34,540",in marginalized communities that are,True
14461,IuVo4fnpLC8,"00:32:55,210","00:32:58,200",and you came in and you slaughtered us,False
14462,IuVo4fnpLC8,"00:02:48,230","00:02:51,920",disgusting but were actually not,True
14463,IuVo4fnpLC8,"00:22:42,029","00:22:43,770",totally get those are two completely,True
14464,IuVo4fnpLC8,"00:11:09,670","00:11:12,190",in some communities and on top of all of,True
14465,IuVo4fnpLC8,"00:06:36,060","00:06:37,349",much of US history,True
14466,IuVo4fnpLC8,"00:11:27,370","00:11:29,140",intimidate protesters this week and it's,True
14467,IuVo4fnpLC8,"00:00:41,049","00:00:44,019",flashbangs tear gas rubber bullets,False
14468,IuVo4fnpLC8,"00:02:20,900","00:02:23,090",you now as for the president,True
14469,IuVo4fnpLC8,"00:10:13,480","00:10:15,670",real problem as this former Dallas,True
14470,IuVo4fnpLC8,"00:03:08,120","00:03:09,769",protests can't control every one of its,True
14471,IuVo4fnpLC8,"00:01:24,079","00:01:26,090",world and the protesters message has,True
14472,IuVo4fnpLC8,"00:06:03,620","00:06:04,080",doesn't,False
14473,IuVo4fnpLC8,"00:12:48,879","00:12:51,039",invented and defines as the scholarly,True
14474,IuVo4fnpLC8,"00:00:23,060","00:00:24,529",the police and in response to those,True
14475,IuVo4fnpLC8,"00:27:14,640","00:27:16,890",punishment and investing in a,True
14476,IuVo4fnpLC8,"00:23:43,649","00:23:45,510",but while ending qualified immunity,True
14477,IuVo4fnpLC8,"00:29:29,110","00:29:30,850",mean a health inspection a few bad,True
14478,IuVo4fnpLC8,"00:05:31,970","00:05:33,830",inequality but for tonight we're going,True
14479,IuVo4fnpLC8,"00:27:05,250","00:27:07,470",eliminate all cops and just succumb to,True
14480,IuVo4fnpLC8,"00:00:30,830","00:00:33,110",to see them met with this across the,True
14481,IuVo4fnpLC8,"00:05:23,780","00:05:26,600",racism a serious public health issue and,True
14482,IuVo4fnpLC8,"00:10:01,209","00:10:02,680",funding for police and give them more,True
14483,IuVo4fnpLC8,"00:05:07,160","00:05:10,280",expect to be killed by police if you're,True
14484,IuVo4fnpLC8,"00:05:12,500","00:05:15,200",imagine how scared angry and exhausted,True
14485,IuVo4fnpLC8,"00:01:35,749","00:01:37,819",with maximum efficiency to deliver a,True
14486,IuVo4fnpLC8,"00:06:44,159","00:06:46,110",first law enforcement units were these,True
14487,IuVo4fnpLC8,"00:02:08,300","00:02:11,030",notes that is what a perfect call looks,True
14488,IuVo4fnpLC8,"00:01:55,729","00:01:57,469",think it's you Michael,False
14489,IuVo4fnpLC8,"00:10:04,029","00:10:07,060",slashing spending on key social services,True
14490,IuVo4fnpLC8,"00:17:06,430","00:17:08,860",a Cleveland police officer and when,True
14491,IuVo4fnpLC8,"00:00:51,619","00:00:53,659",and look if police are trying to,True
14492,IuVo4fnpLC8,"00:16:29,290","00:16:31,630",appropriate situation because they don't,False
14493,IuVo4fnpLC8,"00:01:57,469","00:01:59,780",Moore I refuse to call you an officer or,False
14494,IuVo4fnpLC8,"00:08:42,370","00:08:44,769",searched people at random at that,True
14495,IuVo4fnpLC8,"00:32:58,200","00:33:00,940",you broke the contract so your,False
14496,IuVo4fnpLC8,"00:10:15,670","00:10:18,550",police chief readily admits we're asking,True
14497,IuVo4fnpLC8,"00:00:44,019","00:00:46,610",helicopters armored vehicles we're out,False
14498,IuVo4fnpLC8,"00:08:29,080","00:08:30,189",serious crimes,False
14499,IuVo4fnpLC8,"00:02:56,120","00:02:57,680",dwell on the incidents of looting that,True
14500,IuVo4fnpLC8,"00:19:54,220","00:19:55,390",on the police use of force,True
14501,IuVo4fnpLC8,"00:05:26,600","00:05:29,600",look clearly the police are just one,True
14502,IuVo4fnpLC8,"00:11:00,730","00:11:03,730",while we should absolutely be angry at,True
14503,IuVo4fnpLC8,"00:22:19,160","00:22:21,410",ruled unconstitutional in a previous,True
14504,IuVo4fnpLC8,"00:20:11,230","00:20:14,280",know the way you put their hand like,False
14505,IuVo4fnpLC8,"00:22:02,960","00:22:04,970",what I turned on qualified immunity and,True
14506,IuVo4fnpLC8,"00:16:35,370","00:16:39,130",okay first the idea that the risk of,True
14507,IuVo4fnpLC8,"00:04:28,700","00:04:30,380",it's valuable that you read that point,True
14508,IuVo4fnpLC8,"00:16:10,060","00:16:12,160",police unions can also oppose even the,True
14509,IuVo4fnpLC8,"00:18:47,770","00:18:49,810",arrests were really in the interest of,True
14510,IuVo4fnpLC8,"00:09:45,579","00:09:47,949","much for that Congress, police",True
14511,IuVo4fnpLC8,"00:25:58,350","00:26:00,900",face may sound alarming to some in fact,True
14512,IuVo4fnpLC8,"00:32:10,930","00:32:13,000",there's a social contract that we all,False
14513,IuVo4fnpLC8,"00:30:52,179","00:30:53,170",investigating committee of the,False
14514,IuVo4fnpLC8,"00:06:17,400","00:06:19,469",with white supremacy and I know you,True
14515,IuVo4fnpLC8,"00:13:25,689","00:13:27,789",officers from participating in warrior,True
14516,IuVo4fnpLC8,"00:07:27,479","00:07:29,669",anti black terrorism and as black people,True
14517,IuVo4fnpLC8,"00:19:19,780","00:19:22,690",this egg that came from a consent decree,True
14518,IuVo4fnpLC8,"00:03:29,450","00:03:31,579",directly into crowds beating people with,True
14519,IuVo4fnpLC8,"00:16:19,510","00:16:21,610",they unholstered and pointed their gun,True
14520,IuVo4fnpLC8,"00:20:14,280","00:20:16,450",don't hit their head and they've just,False
14521,IuVo4fnpLC8,"00:06:54,300","00:06:56,669",be the end of white power as one Alabama,True
14522,IuVo4fnpLC8,"00:10:56,122","00:10:57,923","because there are of us. I mean, there aren't.",True
14523,IuVo4fnpLC8,"00:11:24,149","00:11:25,451",two senate runoffs coming up,True
14524,IuVo4fnpLC8,"00:17:16,502","00:17:18,604","And now, as a parting gift to the country,",True
14525,IuVo4fnpLC8,"00:15:55,220","00:15:57,456","I bet they had a lot of fun on set,",True
14526,IuVo4fnpLC8,"00:01:04,164","00:01:06,598","a full week after the election was called,",True
14527,IuVo4fnpLC8,"00:15:14,780","00:15:16,448",That's awful.,True
14528,IuVo4fnpLC8,"00:00:49,015","00:00:50,816",We could've done this whole show,False
14529,IuVo4fnpLC8,"00:07:19,071","00:07:23,042",That is either total bullshit or the dumbest scheme of all time.,True
14530,IuVo4fnpLC8,"00:01:47,574","00:01:50,009",Mitch McConnell not only claimed Trump is percent,True
14531,IuVo4fnpLC8,"00:14:46,151","00:14:48,686","Accusations like, ""You are cheating.""",False
14532,IuVo4fnpLC8,"00:11:58,751","00:12:02,121",Until the Trump administration formally recognizes Biden,False
14533,IuVo4fnpLC8,"00:00:58,757","00:01:00,392","would simply acknowledge that they lost,",True
14534,IuVo4fnpLC8,"00:17:25,110","00:17:27,812",Which is absolutely unforgiveable.,True
14535,IuVo4fnpLC8,"00:06:03,395","00:06:06,232",those claims in his affidavit when talking to investigators.,True
14536,IuVo4fnpLC8,"00:05:28,794","00:05:30,362",to the election was pretty much the same,True
14537,IuVo4fnpLC8,"00:09:35,273","00:09:38,477",Country detectives say Robert Lynn of Forty Fort,False
14538,IuVo4fnpLC8,"00:09:56,094","00:09:58,664","one vote that was flagged in September,",True
14539,IuVo4fnpLC8,"00:07:31,183","00:07:34,119",That is like if in Oceans they showed up to the casino,True
14540,IuVo4fnpLC8,"00:14:51,757","00:14:58,897","Yes. Or calls to our offices, reminding us that, um...",False
14541,IuVo4fnpLC8,"00:12:57,543","00:13:00,646",That Biden has been chosen.,False
14542,IuVo4fnpLC8,"00:02:58,511","00:03:00,546",let's look at just how weak Trump's case,True
14543,IuVo4fnpLC8,"00:13:50,262","00:13:52,764",Sounds less like Muhammad Ali and more like a blurb,True
14544,IuVo4fnpLC8,"00:17:02,887","00:17:05,223",Either because you can no longer square your love for them,True
14545,IuVo4fnpLC8,"00:09:40,379","00:09:43,582",on an absentee ballot application and that's a crime.,False
14546,IuVo4fnpLC8,"00:00:41,274","00:00:43,009","But according to me, you can go ahead and drop",True
14547,IuVo4fnpLC8,"00:08:57,136","00:08:59,671","So look, I could spend the rest of this show",True
14548,IuVo4fnpLC8,"00:08:51,030","00:08:53,265",is putting ballot votes into a paper shredder.,True
14549,IuVo4fnpLC8,"00:11:52,111","00:11:55,680",President Trump's ongoing refusal to concede the race,False
14550,IuVo4fnpLC8,"00:06:20,212","00:06:22,481","their date changed was two,",True
14551,IuVo4fnpLC8,"00:15:06,771","00:15:09,541",That's a not-so-veiled death threat.,False
14552,IuVo4fnpLC8,"00:09:02,408","00:09:04,743",The latest claim is voting machines or software,True
14553,IuVo4fnpLC8,"00:16:34,293","00:16:36,695","I guess time will tell, but... uh, I can tell you,",False
14554,IuVo4fnpLC8,"00:05:50,716","00:05:52,751","by a postal worker in Erie, Pennsylvania,",True
14555,IuVo4fnpLC8,"00:05:24,990","00:05:26,592","as against the other one,",True
14556,IuVo4fnpLC8,"00:00:25,992","00:00:27,526",Look how yellow it is!,True
14557,IuVo4fnpLC8,"00:01:58,651","00:02:02,288",cheerfully accept preliminary election results,False
14558,IuVo4fnpLC8,"00:10:27,559","00:10:30,229",of how funny that sounds. Here is what I think happened.,True
14559,IuVo4fnpLC8,"00:05:47,146","00:05:48,915","sent a letter to the DOJ,",True
14560,IuVo4fnpLC8,"00:17:31,283","00:17:33,118",It's really good!,True
14561,IuVo4fnpLC8,"00:00:08,208","00:00:09,809","which I don't think is purgatory,",True
14562,IuVo4fnpLC8,"00:12:43,895","00:12:45,530","by the actor Jon Voight,",True
14563,IuVo4fnpLC8,"00:04:42,381","00:04:44,884",Matt Gaetz and the Trump campaign itself.,True
14564,IuVo4fnpLC8,"00:09:52,525","00:09:56,094",Yeah. That's one person allegedly trying to steal,True
14565,IuVo4fnpLC8,"00:00:21,154","00:00:22,788",I would much rather spend tonight,True
14566,IuVo4fnpLC8,"00:06:12,137","00:06:13,806","of ballots from his post office,",True
14567,IuVo4fnpLC8,"00:06:56,315","00:07:00,485",outside the polling place with people handling white envelopes. Go!,True
14568,IuVo4fnpLC8,"00:01:11,470","00:01:14,840",what has been disappointing has been shit like this.,True
14569,IuVo4fnpLC8,"00:05:18,818","00:05:21,087","Okay, so the claim was bullshit.",True
14570,IuVo4fnpLC8,"00:13:29,608","00:13:31,777","""I stand here,"" when he's clearly sitting,",True
14571,IuVo4fnpLC8,"00:04:01,140","00:04:02,708",The claim of dead people voting,True
14572,IuVo4fnpLC8,"00:06:48,640","00:06:50,243",her identity by making her sound like,True
14573,IuVo4fnpLC8,"00:14:19,391","00:14:21,660",about a threat to the vote-counting site.,True
14574,IuVo4fnpLC8,"00:15:43,308","00:15:46,845",nonsense claims that he won Pennsylvania and one long reply,True
14575,IuVo4fnpLC8,"00:00:06,305","00:00:08,208","still coming to you from this blank void,",True
14576,IuVo4fnpLC8,"00:17:23,375","00:17:25,110",at the worst possible time.,True
14577,IuVo4fnpLC8,"00:00:32,465","00:00:34,000",It looks like it went to a costume party,True
14578,IuVo4fnpLC8,"00:04:30,503","00:04:33,573",James Blalock cast a ballot in last week's election.,False
14579,IuVo4fnpLC8,"00:17:45,964","00:17:47,632","Well, I don't know, some shit like that.",True
14580,IuVo4fnpLC8,"00:07:16,302","00:07:19,071","-""Those are ballots."" -Okay. I'm just gonna say it.",True
14581,IuVo4fnpLC8,"00:17:29,114","00:17:31,283",the fact that Trump won't be president next year is good.,True
14582,IuVo4fnpLC8,"00:10:57,923","00:10:59,458",But who's gonna call us out on that?,True
14583,IuVo4fnpLC8,"00:00:55,588","00:00:57,223","because in normal times,",True
